NBAtlas_label	ensembl_gene_id	gene_symbol	p_val_adj	avg_log2FC	direction	source
Fibroblast	ENSG00000245532	NEAT1	0	1.59665035545682	up	NBAtlas
Fibroblast	ENSG00000174521	TTC9B	0	-1.3005000708611	down	NBAtlas
Fibroblast	ENSG00000196361	ELAVL3	0	-1.173087601887	down	NBAtlas
Fibroblast	ENSG00000016082	ISL1	0	-1.46669153472645	down	NBAtlas
Fibroblast	ENSG00000168824	NSG1	0	-1.30029495922304	down	NBAtlas
Fibroblast	ENSG00000133134	BEX2	0	-1.23696886790918	down	NBAtlas
Fibroblast	ENSG00000101210	EEF1A2	0	-1.75692171943283	down	NBAtlas
Fibroblast	ENSG00000137309	HMGA1	0	-1.08903473914398	down	NBAtlas
Fibroblast	ENSG00000111371	SLC38A1	0	-1.17662438334139	down	NBAtlas
Fibroblast	ENSG00000109132	PHOX2B	0	-1.57918243818153	down	NBAtlas
Fibroblast	ENSG00000168280	KIF5C	0	-1.53222699790138	down	NBAtlas
Fibroblast	ENSG00000165462	PHOX2A	0	-2.02654064596984	down	NBAtlas
Fibroblast	ENSG00000166582	CENPV	0	-1.37863880040197	down	NBAtlas
Fibroblast	ENSG00000139116	KIF21A	0	-1.39335328402511	down	NBAtlas
Fibroblast	ENSG00000003147	ICA1	0	-1.326890727022	down	NBAtlas
Fibroblast	ENSG00000072832	CRMP1	0	-1.19023429424606	down	NBAtlas
Fibroblast	ENSG00000145247	OCIAD2	0	-1.32069780767695	down	NBAtlas
Fibroblast	ENSG00000107485	GATA3	0	-1.78902144842881	down	NBAtlas
Fibroblast	ENSG00000186868	MAPT	0	-1.4726286695542	down	NBAtlas
Fibroblast	ENSG00000164107	HAND2	0	-1.57278990647311	down	NBAtlas
Fibroblast	ENSG00000149294	NCAM1	0	-1.76390377238628	down	NBAtlas
Fibroblast	ENSG00000176887	SOX11	0	-1.4717859182122	down	NBAtlas
Fibroblast	ENSG00000015592	STMN4	0	-1.81865266365424	down	NBAtlas
Fibroblast	ENSG00000136842	TMOD1	0	-1.32977002162101	down	NBAtlas
Fibroblast	ENSG00000162374	ELAVL4	0	-2.00555020304586	down	NBAtlas
Fibroblast	ENSG00000053438	NNAT	0	-1.45499071412575	down	NBAtlas
Fibroblast	ENSG00000272398	CD24	0	-1.90406622914117	down	NBAtlas
Fibroblast	ENSG00000067715	SYT1	0	-1.6055316319858	down	NBAtlas
Fibroblast	ENSG00000102109	PCSK1N	0	-2.26425117365355	down	NBAtlas
Fibroblast	ENSG00000245910	SNHG6	0	-1.593297263945	down	NBAtlas
Fibroblast	ENSG00000237125	HAND2-AS1	0	-1.55574061652213	down	NBAtlas
Fibroblast	ENSG00000172020	GAP43	0	-1.72512088031602	down	NBAtlas
Fibroblast	ENSG00000245870	LINC00682	0	-1.53811779108799	down	NBAtlas
Fibroblast	ENSG00000133169	BEX1	0	-1.79698926960789	down	NBAtlas
Fibroblast	ENSG00000196405	EVL	0	-0.917834706173548	down	NBAtlas
Fibroblast	ENSG00000182985	CADM1	0	-1.66652426624333	down	NBAtlas
Fibroblast	ENSG00000079462	PAFAH1B3	0	-1.26274687146105	down	NBAtlas
Fibroblast	ENSG00000243449	C4orf48	0	-1.29775602121644	down	NBAtlas
Fibroblast	ENSG00000139970	RTN1	0	-2.00142778502022	down	NBAtlas
Fibroblast	ENSG00000175061	SNHG29	0	-2.44221962561195	down	NBAtlas
Fibroblast	ENSG00000176788	BASP1	0	-2.09684183828363	down	NBAtlas
Fibroblast	ENSG00000174469	CNTNAP2	0	-2.13145722225679	down	NBAtlas
Fibroblast	ENSG00000154277	UCHL1	0	-1.92933134147879	down	NBAtlas
Fibroblast	ENSG00000213190	MLLT11	0	-1.86146866620458	down	NBAtlas
Fibroblast	ENSG00000189159	JPT1	0	-1.88380318688606	down	NBAtlas
Fibroblast	ENSG00000133872	SARAF	0	-1.27567919534447	down	NBAtlas
Fibroblast	ENSG00000175130	MARCKSL1	0	-1.83940959244238	down	NBAtlas
Fibroblast	ENSG00000137285	TUBB2B	0	-2.65216696102901	down	NBAtlas
Fibroblast	ENSG00000197061	H4C3	0	-2.02426156586018	down	NBAtlas
Fibroblast	ENSG00000117632	STMN1	0	-2.12957346413237	down	NBAtlas
Fibroblast	ENSG00000104435	STMN2	0	-2.633614140108	down	NBAtlas
Myeloid	ENSG00000090382	LYZ	0	4.629571040785	up	NBAtlas
Myeloid	ENSG00000125538	IL1B	0	3.79559513020114	up	NBAtlas
Myeloid	ENSG00000159189	C1QC	0	4.1081430179921	up	NBAtlas
Myeloid	ENSG00000110077	MS4A6A	0	2.88169539944792	up	NBAtlas
Myeloid	ENSG00000163220	S100A9	0	4.70935574769845	up	NBAtlas
Myeloid	ENSG00000169429	CXCL8	0	4.84925515532725	up	NBAtlas
Myeloid	ENSG00000166927	MS4A7	0	2.61583402869366	up	NBAtlas
Myeloid	ENSG00000173369	C1QB	0	4.55529766122313	up	NBAtlas
Myeloid	ENSG00000173372	C1QA	0	4.60057202034165	up	NBAtlas
Myeloid	ENSG00000170458	CD14	0	3.11442003717184	up	NBAtlas
Myeloid	ENSG00000081041	CXCL2	0	4.05982814295685	up	NBAtlas
Myeloid	ENSG00000163734	CXCL3	0	3.63377795605446	up	NBAtlas
Myeloid	ENSG00000011422	PLAUR	0	3.11699009026084	up	NBAtlas
Myeloid	ENSG00000011600	TYROBP	0	4.41690318347844	up	NBAtlas
Myeloid	ENSG00000158869	FCER1G	0	3.63354898910784	up	NBAtlas
Myeloid	ENSG00000197405	C5AR1	0	1.86570765142239	up	NBAtlas
Myeloid	ENSG00000100292	HMOX1	0	2.74700911691203	up	NBAtlas
Myeloid	ENSG00000140749	IGSF6	0	2.17043212349683	up	NBAtlas
Myeloid	ENSG00000110079	MS4A4A	0	1.85704931918654	up	NBAtlas
Myeloid	ENSG00000172243	CLEC7A	0	1.58701173334995	up	NBAtlas
Myeloid	ENSG00000129226	CD68	0	2.56705775404702	up	NBAtlas
Myeloid	ENSG00000121552	CSTA	0	1.70164493547048	up	NBAtlas
Myeloid	ENSG00000204472	AIF1	0	3.71366408210894	up	NBAtlas
Myeloid	ENSG00000166920	C15orf48	0	2.1571573769189	up	NBAtlas
Myeloid	ENSG00000163563	MNDA	0	1.88084252048555	up	NBAtlas
Myeloid	ENSG00000150782	IL18	0	2.19891302605115	up	NBAtlas
Myeloid	ENSG00000197249	SERPINA1	0	1.79826803514104	up	NBAtlas
Myeloid	ENSG00000277632	CCL3	0	4.37107014548246	up	NBAtlas
Myeloid	ENSG00000127951	FGL2	0	1.9537844480268	up	NBAtlas
Myeloid	ENSG00000066336	SPI1	0	1.85986703830386	up	NBAtlas
Myeloid	ENSG00000146070	PLA2G7	0	1.71773227131265	up	NBAtlas
Myeloid	ENSG00000136235	GPNMB	0	2.6481444866888	up	NBAtlas
Myeloid	ENSG00000204482	LST1	0	3.06919115469019	up	NBAtlas
Myeloid	ENSG00000165168	CYBB	0	1.72198623911628	up	NBAtlas
Myeloid	ENSG00000130208	APOC1	0	4.97105864613264	up	NBAtlas
Myeloid	ENSG00000197766	CFD	0	1.94341457041203	up	NBAtlas
Myeloid	ENSG00000143226	FCGR2A	0	1.41800457051216	up	NBAtlas
Myeloid	ENSG00000115956	PLEK	0	2.02483741984781	up	NBAtlas
Myeloid	ENSG00000182578	CSF1R	0	1.38573649360747	up	NBAtlas
Myeloid	ENSG00000197629	MPEG1	0	1.42667270314178	up	NBAtlas
Myeloid	ENSG00000163131	CTSS	0	2.99093714509205	up	NBAtlas
Myeloid	ENSG00000154589	LY96	0	1.85639509000334	up	NBAtlas
Myeloid	ENSG00000140379	BCL2A1	0	2.54617263490571	up	NBAtlas
Myeloid	ENSG00000186818	LILRB4	0	1.38375630129822	up	NBAtlas
Myeloid	ENSG00000101160	CTSZ	0	2.82453756918333	up	NBAtlas
Myeloid	ENSG00000130203	APOE	0	5.53882249092846	up	NBAtlas
Myeloid	ENSG00000250722	SELENOP	0	3.64684291352967	up	NBAtlas
Myeloid	ENSG00000196735	HLA-DQA1	0	2.83395471424951	up	NBAtlas
Myeloid	ENSG00000242574	HLA-DMB	0	1.94632396399214	up	NBAtlas
Myeloid	ENSG00000114013	CD86	0	1.2319399623001701	up	NBAtlas
Myeloid	ENSG00000161921	CXCL16	0	1.47566784454807	up	NBAtlas
Myeloid	ENSG00000231389	HLA-DPA1	0	3.80341516638402	up	NBAtlas
Myeloid	ENSG00000135838	NPL	0	1.57732616595113	up	NBAtlas
Myeloid	ENSG00000204287	HLA-DRA	0	4.13557541373747	up	NBAtlas
Myeloid	ENSG00000155465	SLC7A7	0	1.21683504262811	up	NBAtlas
Myeloid	ENSG00000204257	HLA-DMA	0	2.42937112183952	up	NBAtlas
Myeloid	ENSG00000203747	FCGR3A	0	1.84812922976994	up	NBAtlas
Myeloid	ENSG00000140678	ITGAX	0	1.32527455228617	up	NBAtlas
Myeloid	ENSG00000104870	FCGRT	0	2.98421888017795	up	NBAtlas
Myeloid	ENSG00000185215	TNFAIP2	0	1.42494105672082	up	NBAtlas
Myeloid	ENSG00000216490	IFI30	0	1.45946095244823	up	NBAtlas
Myeloid	ENSG00000106066	CPVL	0	1.7452102364668	up	NBAtlas
Myeloid	ENSG00000179344	HLA-DQB1	0	2.80940307759471	up	NBAtlas
Myeloid	ENSG00000102524	TNFSF13B	0	1.59228817258235	up	NBAtlas
Myeloid	ENSG00000169413	RNASE6	0	1.39473124083745	up	NBAtlas
Myeloid	ENSG00000112799	LY86	0	1.35010870395122	up	NBAtlas
Myeloid	ENSG00000119655	NPC2	0	3.37140195325211	up	NBAtlas
Myeloid	ENSG00000103811	CTSH	0	1.94182730386393	up	NBAtlas
Myeloid	ENSG00000139832	RAB20	0	1.25466666003618	up	NBAtlas
Myeloid	ENSG00000196126	HLA-DRB1	0	3.72091705593516	up	NBAtlas
Myeloid	ENSG00000153071	DAB2	0	1.60713303744109	up	NBAtlas
Myeloid	ENSG00000223865	HLA-DPB1	0	3.75364663909183	up	NBAtlas
Myeloid	ENSG00000101336	HCK	0	1.16205263562275	up	NBAtlas
Myeloid	ENSG00000123689	G0S2	0	3.71735748348314	up	NBAtlas
Myeloid	ENSG00000143110	C1orf162	0	1.94209777063649	up	NBAtlas
Myeloid	ENSG00000163694	RBM47	0	1.42676000965436	up	NBAtlas
Myeloid	ENSG00000150540	HNMT	0	1.26653342996736	up	NBAtlas
Myeloid	ENSG00000042493	CAPG	0	2.2226251615247	up	NBAtlas
Myeloid	ENSG00000137331	IER3	0	3.40321403677149	up	NBAtlas
Myeloid	ENSG00000102575	ACP5	0	1.71887327860565	up	NBAtlas
Myeloid	ENSG00000025708	TYMP	0	2.65528153879422	up	NBAtlas
Myeloid	ENSG00000090013	BLVRB	0	2.13252174763188	up	NBAtlas
Myeloid	ENSG00000090339	ICAM1	0	1.41441046958709	up	NBAtlas
Myeloid	ENSG00000168961	LGALS9	0	1.37122774846431	up	NBAtlas
Myeloid	ENSG00000135604	STX11	0	1.31123218372389	up	NBAtlas
Myeloid	ENSG00000131981	LGALS3	0	2.42743460522042	up	NBAtlas
Myeloid	ENSG00000163191	S100A11	0	3.30514164718029	up	NBAtlas
Myeloid	ENSG00000019582	CD74	0	3.77734997540569	up	NBAtlas
Myeloid	ENSG00000100600	LGMN	0	2.43698831000345	up	NBAtlas
Myeloid	ENSG00000184060	ADAP2	0	1.16817250183939	up	NBAtlas
Myeloid	ENSG00000276070	CCL4L2	0	2.44365119122034	up	NBAtlas
Myeloid	ENSG00000169508	GPR183	0	2.30103021946787	up	NBAtlas
Myeloid	ENSG00000112149	CD83	0	2.01627308739363	up	NBAtlas
Myeloid	ENSG00000130066	SAT1	0	4.156610215452	up	NBAtlas
Myeloid	ENSG00000010610	CD4	0	1.27718594729771	up	NBAtlas
Myeloid	ENSG00000103490	PYCARD	0	1.78645861509137	up	NBAtlas
Myeloid	ENSG00000130775	THEMIS2	0	1.06223425198271	up	NBAtlas
Myeloid	ENSG00000221869	CEBPD	0	2.10715982928301	up	NBAtlas
Myeloid	ENSG00000117984	CTSD	0	3.94601734886788	up	NBAtlas
Myeloid	ENSG00000198502	HLA-DRB5	0	2.50184630497246	up	NBAtlas
Myeloid	ENSG00000165029	ABCA1	0	1.35836781369364	up	NBAtlas
Myeloid	ENSG00000160255	ITGB2	0	1.96311635323751	up	NBAtlas
Myeloid	ENSG00000118515	SGK1	0	1.91784164438291	up	NBAtlas
Myeloid	ENSG00000136826	KLF4	0	1.40185315369824	up	NBAtlas
Myeloid	ENSG00000254087	LYN	0	1.25462559109302	up	NBAtlas
Myeloid	ENSG00000109861	CTSC	0	2.27020712950701	up	NBAtlas
Myeloid	ENSG00000164733	CTSB	0	3.47556649269865	up	NBAtlas
Myeloid	ENSG00000172216	CEBPB	0	1.97684174522067	up	NBAtlas
Myeloid	ENSG00000107798	LIPA	0	2.16415727585272	up	NBAtlas
Myeloid	ENSG00000030582	GRN	0	2.68412301293426	up	NBAtlas
Myeloid	ENSG00000118508	RAB32	0	1.10335470747045	up	NBAtlas
Myeloid	ENSG00000118640	VAMP8	0	2.03765355353404	up	NBAtlas
Myeloid	ENSG00000120708	TGFBI	0	1.26211260772845	up	NBAtlas
Myeloid	ENSG00000107551	RASSF4	0	1.22237047940453	up	NBAtlas
Myeloid	ENSG00000107968	MAP3K8	0	1.38414893834688	up	NBAtlas
Myeloid	ENSG00000168461	RAB31	0	1.11278698831614	up	NBAtlas
Myeloid	ENSG00000140968	IRF8	0	1.10208091971599	up	NBAtlas
Myeloid	ENSG00000143162	CREG1	0	1.82921136454255	up	NBAtlas
Myeloid	ENSG00000142089	IFITM3	0	1.94566602595924	up	NBAtlas
Myeloid	ENSG00000100097	LGALS1	0	2.49965824040755	up	NBAtlas
Myeloid	ENSG00000147872	PLIN2	0	2.23500029169037	up	NBAtlas
Myeloid	ENSG00000122862	SRGN	0	2.6266005025913	up	NBAtlas
Myeloid	ENSG00000026297	RNASET2	0	2.2166218879641	up	NBAtlas
Myeloid	ENSG00000166340	TPP1	0	1.40518935212824	up	NBAtlas
Myeloid	ENSG00000085514	PILRA	0	1.03520329292229	up	NBAtlas
Myeloid	ENSG00000162511	LAPTM5	0	2.07843004222554	up	NBAtlas
Myeloid	ENSG00000135047	CTSL	0	2.69093063879195	up	NBAtlas
Myeloid	ENSG00000105835	NAMPT	0	2.21074177158562	up	NBAtlas
Myeloid	ENSG00000100300	TSPO	0	1.85841881881868	up	NBAtlas
Myeloid	ENSG00000101439	CST3	0	3.46867521171306	up	NBAtlas
Myeloid	ENSG00000275302	CCL4	0	1.85498215050475	up	NBAtlas
Myeloid	ENSG00000150977	RILPL2	0	1.40519950521671	up	NBAtlas
Myeloid	ENSG00000093072	ADA2	0	1.05570906057151	up	NBAtlas
Myeloid	ENSG00000197746	PSAP	0	3.15155537891225	up	NBAtlas
Myeloid	ENSG00000112096	SOD2	0	2.21336043554143	up	NBAtlas
Myeloid	ENSG00000204103	MAFB	0	1.67412053301123	up	NBAtlas
Myeloid	ENSG00000100906	NFKBIA	0	3.02086470010822	up	NBAtlas
Myeloid	ENSG00000087086	FTL	0	5.15109939259744	up	NBAtlas
Myeloid	ENSG00000099860	GADD45B	0	1.84184685446086	up	NBAtlas
Myeloid	ENSG00000130303	BST2	0	1.43360328332084	up	NBAtlas
Myeloid	ENSG00000119508	NR4A3	0	1.15181578334703	up	NBAtlas
Myeloid	ENSG00000107738	VSIR	0	1.18616220058023	up	NBAtlas
Myeloid	ENSG00000132334	PTPRE	0	1.10059331047152	up	NBAtlas
Myeloid	ENSG00000142634	EFHD2	0	1.3380491367748	up	NBAtlas
Myeloid	ENSG00000144802	NFKBIZ	0	1.39746036423065	up	NBAtlas
Myeloid	ENSG00000051523	CYBA	0	2.4570351814898	up	NBAtlas
Myeloid	ENSG00000188313	PLSCR1	0	1.17084808526343	up	NBAtlas
Myeloid	ENSG00000021355	SERPINB1	0	1.32810930625737	up	NBAtlas
Myeloid	ENSG00000135821	GLUL	0	2.33253896953856	up	NBAtlas
Myeloid	ENSG00000204397	CARD16	0	1.14605996542096	up	NBAtlas
Myeloid	ENSG00000131669	NINJ1	0	1.71958788380695	up	NBAtlas
Myeloid	ENSG00000185650	ZFP36L1	0	1.55781119457912	up	NBAtlas
Myeloid	ENSG00000090104	RGS1	0	1.78320518476962	up	NBAtlas
Myeloid	ENSG00000103187	COTL1	0	1.98342122957464	up	NBAtlas
Myeloid	ENSG00000131446	MGAT1	0	1.28740491764107	up	NBAtlas
Myeloid	ENSG00000064601	CTSA	0	1.32329051148245	up	NBAtlas
Myeloid	ENSG00000128016	ZFP36	0	1.71750566120625	up	NBAtlas
Myeloid	ENSG00000130429	ARPC1B	0	1.73783293238661	up	NBAtlas
Myeloid	ENSG00000082074	FYB1	0	1.33204134217985	up	NBAtlas
Myeloid	ENSG00000139278	GLIPR1	0	0.943145591882548	up	NBAtlas
Myeloid	ENSG00000185862	EVI2B	0	1.00423960361236	up	NBAtlas
Myeloid	ENSG00000160213	CSTB	0	2.62448332196311	up	NBAtlas
Myeloid	ENSG00000108639	SYNGR2	0	1.1487633754183	up	NBAtlas
Myeloid	ENSG00000131171	SH3BGRL	0	1.38403339554205	up	NBAtlas
Myeloid	ENSG00000102265	TIMP1	0	1.81487694410034	up	NBAtlas
Myeloid	ENSG00000153234	NR4A2	0	1.38991347420841	up	NBAtlas
Myeloid	ENSG00000155307	SAMSN1	0	1.12856792181094	up	NBAtlas
Myeloid	ENSG00000189067	LITAF	0	1.60832661247033	up	NBAtlas
Myeloid	ENSG00000101347	SAMHD1	0	1.16848427446104	up	NBAtlas
Myeloid	ENSG00000028137	TNFRSF1B	0	1.04180782616114	up	NBAtlas
Myeloid	ENSG00000118503	TNFAIP3	0	1.35626752224401	up	NBAtlas
Myeloid	ENSG00000137575	SDCBP	0	1.72262436506411	up	NBAtlas
Myeloid	ENSG00000143119	CD53	0	1.09569764965407	up	NBAtlas
Myeloid	ENSG00000131238	PPT1	0	1.2947385536363	up	NBAtlas
Myeloid	ENSG00000180353	HCLS1	0	0.964387221982266	up	NBAtlas
Myeloid	ENSG00000197747	S100A10	0	1.63380996290883	up	NBAtlas
Myeloid	ENSG00000106565	TMEM176B	0	1.55885527883419	up	NBAtlas
Myeloid	ENSG00000177105	RHOG	0	1.12774734244966	up	NBAtlas
Myeloid	ENSG00000116741	RGS2	0	1.68413787171375	up	NBAtlas
Myeloid	ENSG00000104763	ASAH1	0	1.89566714325485	up	NBAtlas
Myeloid	ENSG00000118855	MFSD1	0	1.08921237150994	up	NBAtlas
Myeloid	ENSG00000124762	CDKN1A	0	1.15018298560398	up	NBAtlas
Myeloid	ENSG00000026025	VIM	0	1.80520980710943	up	NBAtlas
Myeloid	ENSG00000234745	HLA-B	0	1.59846131276984	up	NBAtlas
Myeloid	ENSG00000162772	ATF3	0	1.36345278193084	up	NBAtlas
Myeloid	ENSG00000136167	LCP1	0	1.16845861910386	up	NBAtlas
Myeloid	ENSG00000003402	CFLAR	0	1.18709626542976	up	NBAtlas
Myeloid	ENSG00000142227	EMP3	0	1.24335445401665	up	NBAtlas
Myeloid	ENSG00000184557	SOCS3	0	1.18474206616584	up	NBAtlas
Myeloid	ENSG00000158050	DUSP2	0	1.29223358498344	up	NBAtlas
Myeloid	ENSG00000115738	ID2	0	1.40551613612582	up	NBAtlas
Myeloid	ENSG00000164111	ANXA5	0	1.4220608377535	up	NBAtlas
Myeloid	ENSG00000175567	UCP2	0	1.21639067890785	up	NBAtlas
Myeloid	ENSG00000204592	HLA-E	0	1.220980605722	up	NBAtlas
Myeloid	ENSG00000169554	ZEB2	0	1.26039311751259	up	NBAtlas
Myeloid	ENSG00000213654	GPSM3	0	0.991882631551609	up	NBAtlas
Myeloid	ENSG00000091317	CMTM6	0	1.11881655890226	up	NBAtlas
Myeloid	ENSG00000204525	HLA-C	0	1.35443456941723	up	NBAtlas
Myeloid	ENSG00000148908	RGS10	0	1.28494422487134	up	NBAtlas
Myeloid	ENSG00000087074	PPP1R15A	0	1.50690221106272	up	NBAtlas
Myeloid	ENSG00000125740	FOSB	0	1.42253072130985	up	NBAtlas
Myeloid	ENSG00000111348	ARHGDIB	0	1.08830392463528	up	NBAtlas
Myeloid	ENSG00000245532	NEAT1	0	1.96263579042566	up	NBAtlas
Myeloid	ENSG00000177556	ATOX1	0	1.86771153405243	up	NBAtlas
Myeloid	ENSG00000117091	CD48	0	0.91776682400292	up	NBAtlas
Myeloid	ENSG00000130755	GMFG	0	0.984932133760151	up	NBAtlas
Myeloid	ENSG00000120129	DUSP1	0	1.77471778667483	up	NBAtlas
Myeloid	ENSG00000113269	RNF130	0	1.11396228942926	up	NBAtlas
Myeloid	ENSG00000206503	HLA-A	0	1.40071812558067	up	NBAtlas
Myeloid	ENSG00000126264	HCST	0	0.902785336767041	up	NBAtlas
Myeloid	ENSG00000142669	SH3BGRL3	0	1.61161531025324	up	NBAtlas
Myeloid	ENSG00000152558	TMEM123	0	1.04735912275639	up	NBAtlas
Myeloid	ENSG00000113732	ATP6V0E1	0	1.36610881484406	up	NBAtlas
Myeloid	ENSG00000169756	LIMS1	0	1.09955131482552	up	NBAtlas
Myeloid	ENSG00000067082	KLF6	0	1.40616414754241	up	NBAtlas
Myeloid	ENSG00000166710	B2M	0	1.51105850661001	up	NBAtlas
Myeloid	ENSG00000089327	FXYD5	0	0.820550722952546	up	NBAtlas
Myeloid	ENSG00000135046	ANXA1	0	0.73659096361254806	up	NBAtlas
Myeloid	ENSG00000143384	MCL1	0	1.1899615953608	up	NBAtlas
Myeloid	ENSG00000104894	CD37	0	0.763118709858976	up	NBAtlas
Myeloid	ENSG00000213719	CLIC1	0	1.09820672599448	up	NBAtlas
Myeloid	ENSG00000081237	PTPRC	0	0.617428830316559	up	NBAtlas
Myeloid	ENSG00000196361	ELAVL3	0	-1.23449370272962	down	NBAtlas
Myeloid	ENSG00000114631	PODXL2	0	-1.13359816343401	down	NBAtlas
Myeloid	ENSG00000174521	TTC9B	0	-1.20410779865289	down	NBAtlas
Myeloid	ENSG00000168824	NSG1	0	-1.29471680771307	down	NBAtlas
Myeloid	ENSG00000078018	MAP2	0	-1.3828902852343	down	NBAtlas
Myeloid	ENSG00000016082	ISL1	0	-1.46288620214384	down	NBAtlas
Myeloid	ENSG00000100320	RBFOX2	0	-1.49675351670209	down	NBAtlas
Myeloid	ENSG00000166582	CENPV	0	-1.37857159387025	down	NBAtlas
Myeloid	ENSG00000182463	TSHZ2	0	-1.61088162722079	down	NBAtlas
Myeloid	ENSG00000072832	CRMP1	0	-1.35505992514249	down	NBAtlas
Myeloid	ENSG00000139116	KIF21A	0	-1.49080123671809	down	NBAtlas
Myeloid	ENSG00000133134	BEX2	0	-1.22826119485647	down	NBAtlas
Myeloid	ENSG00000109132	PHOX2B	0	-1.59892134984405	down	NBAtlas
Myeloid	ENSG00000186868	MAPT	0	-1.60579632956896	down	NBAtlas
Myeloid	ENSG00000168280	KIF5C	0	-1.58980286153641	down	NBAtlas
Myeloid	ENSG00000145362	ANK2	0	-1.69889069867428	down	NBAtlas
Myeloid	ENSG00000136842	TMOD1	0	-1.54638952421013	down	NBAtlas
Myeloid	ENSG00000111371	SLC38A1	0	-1.15550290265735	down	NBAtlas
Myeloid	ENSG00000154556	SORBS2	0	-1.88654379383328	down	NBAtlas
Myeloid	ENSG00000149294	NCAM1	0	-1.82137637654867	down	NBAtlas
Myeloid	ENSG00000176887	SOX11	0	-1.42873260749995	down	NBAtlas
Myeloid	ENSG00000145247	OCIAD2	0	-1.32161894673458	down	NBAtlas
Myeloid	ENSG00000164107	HAND2	0	-1.61460955932345	down	NBAtlas
Myeloid	ENSG00000101210	EEF1A2	0	-1.6524402904171	down	NBAtlas
Myeloid	ENSG00000107485	GATA3	0	-1.81525233749633	down	NBAtlas
Myeloid	ENSG00000010810	FYN	0	-1.22002074761865	down	NBAtlas
Myeloid	ENSG00000067715	SYT1	0	-1.83145227388011	down	NBAtlas
Myeloid	ENSG00000144642	RBMS3	0	-1.9901882723856	down	NBAtlas
Myeloid	ENSG00000165462	PHOX2A	0	-1.94681490439776	down	NBAtlas
Myeloid	ENSG00000003147	ICA1	0	-1.44585533274983	down	NBAtlas
Myeloid	ENSG00000162374	ELAVL4	0	-2.00442834427108	down	NBAtlas
Myeloid	ENSG00000237125	HAND2-AS1	0	-1.69951003595661	down	NBAtlas
Myeloid	ENSG00000015592	STMN4	0	-1.73849569169724	down	NBAtlas
Myeloid	ENSG00000272398	CD24	0	-1.80581088153104	down	NBAtlas
Myeloid	ENSG00000053438	NNAT	0	-1.3704203116482	down	NBAtlas
Myeloid	ENSG00000172020	GAP43	0	-1.69355276418426	down	NBAtlas
Myeloid	ENSG00000133169	BEX1	0	-1.76327033835845	down	NBAtlas
Myeloid	ENSG00000102109	PCSK1N	0	-2.13081438221545	down	NBAtlas
Myeloid	ENSG00000182985	CADM1	0	-1.55701573453736	down	NBAtlas
Myeloid	ENSG00000134986	NREP	0	-1.64631099217188	down	NBAtlas
Myeloid	ENSG00000106443	PHF14	0	-1.26032811901142	down	NBAtlas
Myeloid	ENSG00000174469	CNTNAP2	0	-2.44270218496703	down	NBAtlas
Myeloid	ENSG00000158321	AUTS2	0	-2.39495295586232	down	NBAtlas
Myeloid	ENSG00000166165	CKB	0	-1.55695911925556	down	NBAtlas
Myeloid	ENSG00000139970	RTN1	0	-1.41447312043332	down	NBAtlas
Myeloid	ENSG00000131711	MAP1B	0	-2.28244300809677	down	NBAtlas
Myeloid	ENSG00000154277	UCHL1	0	-2.03334332590764	down	NBAtlas
Myeloid	ENSG00000111678	C12orf57	0	-1.25924729867517	down	NBAtlas
Myeloid	ENSG00000213190	MLLT11	0	-1.97902285507666	down	NBAtlas
Myeloid	ENSG00000110492	MDK	0	-2.03452391609463	down	NBAtlas
Myeloid	ENSG00000108848	LUC7L3	0	-1.63763016314356	down	NBAtlas
Myeloid	ENSG00000175130	MARCKSL1	0	-1.67053348308658	down	NBAtlas
Myeloid	ENSG00000110092	CCND1	0	-2.01983472142466	down	NBAtlas
Myeloid	ENSG00000124766	SOX4	0	-2.24102621112424	down	NBAtlas
Myeloid	ENSG00000214548	MEG3	0	-3.01769643706456	down	NBAtlas
Myeloid	ENSG00000137285	TUBB2B	0	-2.63346156746366	down	NBAtlas
Myeloid	ENSG00000104435	STMN2	0	-2.71472874182898	down	NBAtlas
Neuroendocrine	ENSG00000122584	NXPH1	0	2.72076014263326	up	NBAtlas
Neuroendocrine	ENSG00000162374	ELAVL4	0	2.50744893621119	up	NBAtlas
Neuroendocrine	ENSG00000067715	SYT1	0	2.34076438562693	up	NBAtlas
Neuroendocrine	ENSG00000078328	RBFOX1	0	3.33777501911027	up	NBAtlas
Neuroendocrine	ENSG00000109132	PHOX2B	0	2.01542132737116	up	NBAtlas
Neuroendocrine	ENSG00000165462	PHOX2A	0	2.41733506564057	up	NBAtlas
Neuroendocrine	ENSG00000130226	DPP6	0	2.58833708474292	up	NBAtlas
Neuroendocrine	ENSG00000183654	MARCHF11	0	1.82949552009772	up	NBAtlas
Neuroendocrine	ENSG00000016082	ISL1	0	1.86111713262672	up	NBAtlas
Neuroendocrine	ENSG00000170396	ZNF804A	0	2.23405375917416	up	NBAtlas
Neuroendocrine	ENSG00000196361	ELAVL3	0	1.57114412035052	up	NBAtlas
Neuroendocrine	ENSG00000186868	MAPT	0	2.01367868728673	up	NBAtlas
Neuroendocrine	ENSG00000174469	CNTNAP2	0	3.076750240434	up	NBAtlas
Neuroendocrine	ENSG00000102109	PCSK1N	0	2.72881030485519	up	NBAtlas
Neuroendocrine	ENSG00000101210	EEF1A2	0	2.09450442217976	up	NBAtlas
