consensus_ontology	consensus_annotation	ensembl_gene_id	gene_symbol	number_of_tissues	celltype_total_tissues	percent_tissues	gene_observed_count
CL:0002321	embryonic cell (metazoa)	ENSG00000151632	AKR1C2	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000158578	ALAS2	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000163631	ALB	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000159063	ALG8	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000106927	AMBP	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000091583	APOH	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000100342	APOL1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000138381	ASNSD1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000159199	ATP5MC1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000160862	AZGP1	1	1	100	4
CL:0002321	embryonic cell (metazoa)	ENSG00000132840	BHMT2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000015475	BID	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000167644	C19orf33	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000159403	C1R	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000182326	C1S	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000153048	CARHSP1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000165806	CASP7	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000100557	CCDC198	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000115009	CCL20	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000196776	CD47	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000116815	CD58	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000106993	CDC37L1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000000971	CFH	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000244414	CFHR1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000106153	CHCHD2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000217555	CKLF	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000163347	CLDN1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000080618	CPB2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000135678	CPM	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000139117	CPNE8	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000159176	CSRP1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000134716	CYP2J2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000160870	CYP3A7	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000145476	CYP4V2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000165732	DDX21	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000147202	DIAPH2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000108176	DNAJC12	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000179085	DPM3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000158716	DUSP23	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000114346	ECT2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000142634	EFHD2	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000198692	EIF1AY	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000012660	ELOVL5	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000213853	EMP2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000142227	EMP3	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000197594	ENPP1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000177459	ERICH5	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000089048	ESF1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000115363	EVA1A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000198734	F5	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000204856	FAM216A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000116120	FARSB	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000168386	FILIP1L	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000004478	FKBP4	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000096060	FKBP5	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000070404	FSTL3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000167996	FTH1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000266964	FXYD1	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000137731	FXYD2	1	1	100	4
CL:0002321	embryonic cell (metazoa)	ENSG00000069482	GAL	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000117228	GBP1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000145321	GC	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000139278	GLIPR1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000023572	GLRX2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000112312	GMNN	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000127955	GNAI1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000116157	GPX7	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000122034	GTF3A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000288859	H2AC19	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000246705	H2AJ	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000197903	H2BC12	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000257017	HP	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000158104	HPD	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000165704	HPRT1	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000125430	HS3ST3B1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000106211	HSPB1	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000242028	HYPK	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000067064	IDI1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000216490	IFI30	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000126709	IFI6	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000142089	IFITM3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000159110	IFNAR2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000141753	IGFBP4	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000115594	IL1R1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000153391	INO80C	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000064102	INTS13	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000161896	IP6K3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000134070	IRAK2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000151655	ITIH2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000131773	KHDRBS3	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000109466	KLHL2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000115919	KYNU	1	1	100	4
CL:0002321	embryonic cell (metazoa)	ENSG00000129988	LBP	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000145826	LECT2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000071282	LMCD1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000127399	LRRC61	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000135521	LTV1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000214113	LYRM4	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000009724	MASP2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000152601	MBNL1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000143384	MCL1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000105976	MET	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000138382	METTL5	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000074416	MGLL	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000243147	MRPL33	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000147586	MRPS28	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000205362	MT1A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000169715	MT1E	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000198417	MT1F	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000125144	MT1G	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000205358	MT1H	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000244020	MT1HL1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000205364	MT1M	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000187193	MT1X	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000125148	MT2A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000136997	MYC	1	1	100	4
CL:0002321	embryonic cell (metazoa)	ENSG00000164182	NDUFAF2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000123545	NDUFAF4	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000141905	NFIC	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000132603	NIP7	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000239672	NME1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000123609	NMI	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000048162	NOP16	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000012504	NR1H4	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000054277	OPN3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000229314	ORM1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000228278	ORM2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000145623	OSMR	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000171631	P2RY6	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000099260	PALMD	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000165494	PCF11	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000163710	PCOLCE2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000196923	PDLIM7	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000153823	PID1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000100558	PLEK2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000102007	PLP2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000148229	POLE3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000115350	POLE4	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000161980	POLR3K	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000105852	PON3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000196262	PPIA	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000108179	PPIF	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000116690	PRG4	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000100911	PSME2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000187024	PTRH1	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000069974	RAB27A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000168461	RAB31	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000118508	RAB32	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000106538	RARRES2	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000114115	RBP1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000120158	RCL1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000143878	RHOB	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000119729	RHOQ	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000166592	RRAD	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000067533	RRP15	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000148484	RSU1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000197956	S100A6	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000173432	SAA1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000134339	SAA2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000148965	SAA4	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000169432	SCN9A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000196636	SDHAF3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000139410	SDSL	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000100003	SEC14L2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000196136	SERPINA3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000100665	SERPINA4	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000166401	SERPINB8	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000117601	SERPINC1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000106366	SERPINE1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000132386	SERPINF1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000169976	SF3B5	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000175793	SFN	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000198053	SIRPA	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000118596	SLC16A7	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000134294	SLC38A2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000182600	SNORC	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000077312	SNRPA	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000291237	SOD2	1	1	100	3
CL:0002321	embryonic cell (metazoa)	ENSG00000135899	SP110	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000072080	SPP2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000123178	SPRYD7	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000137767	SQOR	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000115107	STEAP3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000198168	SVIP	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000120708	TGFBI	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000198959	TGM2	1	1	100	2
CL:0002321	embryonic cell (metazoa)	ENSG00000102265	TIMP1	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000110108	TMEM109	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000002933	TMEM176A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000106565	TMEM176B	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000125735	TNFSF14	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000123416	TUBA1B	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000127824	TUBA4A	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000162623	TYW3	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000169764	UGP2	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000156096	UGT2B4	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000171234	UGT2B7	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000168899	VAMP5	1	1	100	1
CL:0002321	embryonic cell (metazoa)	ENSG00000026025	VIM	1	1	100	5
CL:0000222	mesodermal cell	ENSG00000154096	THY1	2	7	28.57	13
CL:0000222	mesodermal cell	ENSG00000166825	ANPEP	1	7	14.29	4
CL:0000222	mesodermal cell	ENSG00000170458	CD14	1	7	14.29	11
CL:0000222	mesodermal cell	ENSG00000026508	CD44	1	7	14.29	16
CL:0000222	mesodermal cell	ENSG00000110448	CD5	1	7	14.29	2
CL:0000222	mesodermal cell	ENSG00000137101	CD72	1	7	14.29	1
CL:0000222	mesodermal cell	ENSG00000163508	EOMES	1	7	14.29	1
CL:0000222	mesodermal cell	ENSG00000162998	FRZB	1	7	14.29	3
CL:0000222	mesodermal cell	ENSG00000196371	FUT4	1	7	14.29	4
CL:0000222	mesodermal cell	ENSG00000133937	GSC	1	7	14.29	1
CL:0000222	mesodermal cell	ENSG00000090339	ICAM1	1	7	14.29	4
CL:0000222	mesodermal cell	ENSG00000091409	ITGA6	1	7	14.29	5
CL:0000222	mesodermal cell	ENSG00000150093	ITGB1	1	7	14.29	6
CL:0000222	mesodermal cell	ENSG00000117899	MESD	1	7	14.29	1
CL:0000222	mesodermal cell	ENSG00000196549	MME	1	7	14.29	6
CL:0000222	mesodermal cell	ENSG00000135318	NT5E	1	7	14.29	5
CL:0000222	mesodermal cell	ENSG00000143867	OSR1	1	7	14.29	1
CL:0000222	mesodermal cell	ENSG00000075891	PAX2	1	7	14.29	1
CL:0000222	mesodermal cell	ENSG00000134853	PDGFRA	1	7	14.29	6
CL:0000222	mesodermal cell	ENSG00000261371	PECAM1	1	7	14.29	10
CL:0000222	mesodermal cell	ENSG00000124216	SNAI1	1	7	14.29	2
CL:0000222	mesodermal cell	ENSG00000072274	TFRC	1	7	14.29	4
CL:0000222	mesodermal cell	ENSG00000122691	TWIST1	1	7	14.29	2
CL:0000222	mesodermal cell	ENSG00000233608	TWIST2	1	7	14.29	1
CL:0000222	mesodermal cell	ENSG00000162692	VCAM1	1	7	14.29	5
CL:0000723	somatic stem cell	ENSG00000170017	ALCAM	2	3	66.67	5
CL:0000723	somatic stem cell	ENSG00000174059	CD34	2	3	66.67	17
CL:0000723	somatic stem cell	ENSG00000154096	THY1	2	3	66.67	13
CL:0000723	somatic stem cell	ENSG00000026508	CD44	1	3	33.33	16
CL:0000723	somatic stem cell	ENSG00000139292	LGR5	1	3	33.33	3
CL:0000723	somatic stem cell	ENSG00000135318	NT5E	1	3	33.33	5
CL:0000723	somatic stem cell	ENSG00000261371	PECAM1	1	3	33.33	10
CL:0000723	somatic stem cell	ENSG00000081237	PTPRC	1	3	33.33	18
CL:0000034	stem cell	ENSG00000026508	CD44	32	86	37.21	16
CL:0000034	stem cell	ENSG00000174059	CD34	27	86	31.4	17
CL:0000034	stem cell	ENSG00000181449	SOX2	27	86	31.4	3
CL:0000034	stem cell	ENSG00000139292	LGR5	25	86	29.07	3
CL:0000034	stem cell	ENSG00000154096	THY1	25	86	29.07	13
CL:0000034	stem cell	ENSG00000007062	PROM1	23	86	26.74	4
CL:0000034	stem cell	ENSG00000111704	NANOG	22	86	25.58	1
CL:0000034	stem cell	ENSG00000150093	ITGB1	19	86	22.09	6
CL:0000034	stem cell	ENSG00000204531	POU5F1	19	86	22.09	1
CL:0000034	stem cell	ENSG00000135318	NT5E	14	86	16.28	5
CL:0000048	multi fate stem cell	ENSG00000174059	CD34	1	1	100	17
CL:0000048	multi fate stem cell	ENSG00000026508	CD44	1	1	100	16
CL:0000048	multi fate stem cell	ENSG00000135318	NT5E	1	1	100	5
CL:0000048	multi fate stem cell	ENSG00000081237	PTPRC	1	1	100	18
CL:0000048	multi fate stem cell	ENSG00000154096	THY1	1	1	100	13
CL:0000646	basal cell	ENSG00000186081	KRT5	11	16	68.75	4
CL:0000646	basal cell	ENSG00000186847	KRT14	7	16	43.75	5
CL:0000646	basal cell	ENSG00000171346	KRT15	4	16	25	3
CL:0000646	basal cell	ENSG00000128422	KRT17	4	16	25	2
CL:0000646	basal cell	ENSG00000073282	TP63	4	16	25	3
CL:0000646	basal cell	ENSG00000091409	ITGA6	3	16	18.75	5
CL:0000646	basal cell	ENSG00000177697	CD151	2	16	12.5	2
CL:0000646	basal cell	ENSG00000062038	CDH3	2	16	12.5	1
CL:0000646	basal cell	ENSG00000163331	DAPL1	2	16	12.5	1
CL:0000646	basal cell	ENSG00000132470	ITGB4	2	16	12.5	2
CL:0000646	basal cell	ENSG00000186832	KRT16	2	16	12.5	1
CL:0000646	basal cell	ENSG00000205420	KRT6A	2	16	12.5	1
CL:0000646	basal cell	ENSG00000185479	KRT6B	2	16	12.5	1
CL:0000646	basal cell	ENSG00000170465	KRT6C	2	16	12.5	1
CL:0000646	basal cell	ENSG00000064300	NGFR	2	16	12.5	4
CL:0000646	basal cell	ENSG00000196754	S100A2	2	16	12.5	1
CL:0000646	basal cell	ENSG00000102125	TAFAZZIN	2	16	12.5	1
CL:0000134	mesenchymal stem cell	ENSG00000154096	THY1	37	51	72.55	13
CL:0000134	mesenchymal stem cell	ENSG00000026508	CD44	36	51	70.59	16
CL:0000134	mesenchymal stem cell	ENSG00000174059	CD34	31	51	60.78	17
CL:0000134	mesenchymal stem cell	ENSG00000135318	NT5E	30	51	58.82	5
CL:0000134	mesenchymal stem cell	ENSG00000081237	PTPRC	23	51	45.1	18
CL:0000134	mesenchymal stem cell	ENSG00000150093	ITGB1	20	51	39.22	6
CL:0000134	mesenchymal stem cell	ENSG00000170017	ALCAM	15	51	29.41	5
CL:0000134	mesenchymal stem cell	ENSG00000076706	MCAM	14	51	27.45	6
CL:0000134	mesenchymal stem cell	ENSG00000064300	NGFR	13	51	25.49	4
CL:0000134	mesenchymal stem cell	ENSG00000261371	PECAM1	12	51	23.53	10
CL:0002250	intestinal crypt stem cell	ENSG00000183734	ASCL2	1	1	100	3
CL:0002250	intestinal crypt stem cell	ENSG00000164379	FOXQ1	1	1	100	1
CL:0002250	intestinal crypt stem cell	ENSG00000139292	LGR5	1	1	100	3
CL:0002250	intestinal crypt stem cell	ENSG00000007062	PROM1	1	1	100	4
CL:0002250	intestinal crypt stem cell	ENSG00000125398	SOX9	1	1	100	6
CL:0000136	adipocyte	ENSG00000181092	ADIPOQ	3	6	50	1
CL:0000136	adipocyte	ENSG00000197766	CFD	2	6	33.33	1
CL:0000136	adipocyte	ENSG00000185559	DLK1	2	6	33.33	3
CL:0000136	adipocyte	ENSG00000170323	FABP4	2	6	33.33	2
CL:0000136	adipocyte	ENSG00000174697	LEP	2	6	33.33	1
CL:0000136	adipocyte	ENSG00000132170	PPARG	2	6	33.33	2
CL:0000136	adipocyte	ENSG00000159346	ADIPOR1	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000006831	ADIPOR2	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000189058	APOD	1	6	16.67	3
CL:0000136	adipocyte	ENSG00000130203	APOE	1	6	16.67	6
CL:0000136	adipocyte	ENSG00000168000	BSCL2	1	6	16.67	2
CL:0000136	adipocyte	ENSG00000174059	CD34	1	6	16.67	17
CL:0000136	adipocyte	ENSG00000026508	CD44	1	6	16.67	16
CL:0000136	adipocyte	ENSG00000245848	CEBPA	1	6	16.67	3
CL:0000136	adipocyte	ENSG00000176194	CIDEA	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000070371	CLTCL1	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000108821	COL1A1	1	6	16.67	5
CL:0000136	adipocyte	ENSG00000171462	DLK2	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000169710	FASN	1	6	16.67	2
CL:0000136	adipocyte	ENSG00000119927	GPAM	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000150093	ITGB1	1	6	16.67	6
CL:0000136	adipocyte	ENSG00000079435	LIPE	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000113721	PDGFRB	1	6	16.67	9
CL:0000136	adipocyte	ENSG00000166819	PLIN1	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000177666	PNPLA2	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000081237	PTPRC	1	6	16.67	18
CL:0000136	adipocyte	ENSG00000138207	RBP4	1	6	16.67	2
CL:0000136	adipocyte	ENSG00000168079	SCARA5	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000099194	SCD	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000130304	SLC27A1	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000140284	SLC27A2	1	6	16.67	2
CL:0000136	adipocyte	ENSG00000167114	SLC27A4	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000083807	SLC27A5	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000113396	SLC27A6	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000181856	SLC2A4	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000049249	TNFRSF9	1	6	16.67	2
CL:0000136	adipocyte	ENSG00000109424	UCP1	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000162692	VCAM1	1	6	16.67	5
CL:0000136	adipocyte	ENSG00000170419	VSTM2A	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000187135	VSTM2B	1	6	16.67	1
CL:0000136	adipocyte	ENSG00000152977	ZIC1	1	6	16.67	1
CL:0000138	chondrocyte	ENSG00000089685	BIRC5	3	5	60	1
CL:0000138	chondrocyte	ENSG00000125398	SOX9	3	5	60	6
CL:0000138	chondrocyte	ENSG00000157766	ACAN	2	5	40	1
CL:0000138	chondrocyte	ENSG00000139219	COL2A1	2	5	40	1
CL:0000138	chondrocyte	ENSG00000117399	CDC20	1	5	20	1
CL:0000138	chondrocyte	ENSG00000170312	CDK1	1	5	20	1
CL:0000138	chondrocyte	ENSG00000100526	CDKN3	1	5	20	1
CL:0000138	chondrocyte	ENSG00000117724	CENPF	1	5	20	3
CL:0000138	chondrocyte	ENSG00000151725	CENPU	1	5	20	1
CL:0000138	chondrocyte	ENSG00000136108	CKAP2	1	5	20	1
CL:0000138	chondrocyte	ENSG00000105664	COMP	1	5	20	1
CL:0000138	chondrocyte	ENSG00000228716	DHFR	1	5	20	1
CL:0000138	chondrocyte	ENSG00000076706	MCAM	1	5	20	6
CL:0000138	chondrocyte	ENSG00000261857	MIA	1	5	20	1
CL:0000138	chondrocyte	ENSG00000166803	PCLAF	1	5	20	2
CL:0000138	chondrocyte	ENSG00000117632	STMN1	1	5	20	1
CL:0000138	chondrocyte	ENSG00000175063	UBE2C	1	5	20	3
CL:0000115	endothelial cell	ENSG00000261371	PECAM1	56	92	60.87	10
CL:0000115	endothelial cell	ENSG00000110799	VWF	37	92	40.22	3
CL:0000115	endothelial cell	ENSG00000174059	CD34	35	92	38.04	17
CL:0000115	endothelial cell	ENSG00000179776	CDH5	32	92	34.78	3
CL:0000115	endothelial cell	ENSG00000128052	KDR	21	92	22.83	4
